name,page_url,icon_url,attribute_icon_url,power,energy,category,attribute,effect,learned_by_pets,filters,source,detail_error
山火,https://wiki.biligame.com/rocom/%E5%B1%B1%E7%81%AB,https://patchwiki.biligame.com/images/rocom/c/c7/bc7tmlxd8ig3zvq5beq7jtgiztjlghb.png,https://patchwiki.biligame.com/images/rocom/a/ab/8wvxz3p479e2b702afdqyzhx9340qgx.png,0,,物攻,火,,[],"{""data-param0"": ""0"", ""data-param1"": ""物攻"", ""data-param2"": ""火""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
引燃,https://wiki.biligame.com/rocom/%E5%BC%95%E7%87%83,https://patchwiki.biligame.com/images/rocom/d/d9/ptoxi3sd725e4asif3ee5ak5h76r3ng.png,https://patchwiki.biligame.com/images/rocom/a/ab/8wvxz3p479e2b702afdqyzhx9340qgx.png,0,,状态,火,,[],"{""data-param0"": ""0"", ""data-param1"": ""状态"", ""data-param2"": ""火""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
热身,https://wiki.biligame.com/rocom/%E7%83%AD%E8%BA%AB,https://patchwiki.biligame.com/images/rocom/5/5a/9x9hsqlgc6iw60fg6gncuqpn8bge2q5.png,https://patchwiki.biligame.com/images/rocom/a/ab/8wvxz3p479e2b702afdqyzhx9340qgx.png,0,,状态,火,,[],"{""data-param0"": ""0"", ""data-param1"": ""状态"", ""data-param2"": ""火""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
充分燃烧,https://wiki.biligame.com/rocom/%E5%85%85%E5%88%86%E7%87%83%E7%83%A7,https://patchwiki.biligame.com/images/rocom/4/48/rvc744jwmjht5fwte8fzurgikq9wmn2.png,https://patchwiki.biligame.com/images/rocom/a/ab/8wvxz3p479e2b702afdqyzhx9340qgx.png,0,,状态,火,,[],"{""data-param0"": ""0"", ""data-param1"": ""状态"", ""data-param2"": ""火""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
天火,https://wiki.biligame.com/rocom/%E5%A4%A9%E7%81%AB,https://patchwiki.biligame.com/images/rocom/f/fd/s9801cyjo4pabk8mlu1tp3nlv3k9t4p.png,https://patchwiki.biligame.com/images/rocom/a/ab/8wvxz3p479e2b702afdqyzhx9340qgx.png,0,,状态,火,,[],"{""data-param0"": ""0"", ""data-param1"": ""状态"", ""data-param2"": ""火""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
火焰护盾,https://wiki.biligame.com/rocom/%E7%81%AB%E7%84%B0%E6%8A%A4%E7%9B%BE,https://patchwiki.biligame.com/images/rocom/7/7b/1kjcyximafzqdu8d6xly4qoojewmogf.png,https://patchwiki.biligame.com/images/rocom/a/ab/8wvxz3p479e2b702afdqyzhx9340qgx.png,0,,防御,火,,[],"{""data-param0"": ""0"", ""data-param1"": ""防御"", ""data-param2"": ""火""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
火云车,https://wiki.biligame.com/rocom/%E7%81%AB%E4%BA%91%E8%BD%A6,https://patchwiki.biligame.com/images/rocom/a/a6/ju732f0l7jrh9lwwij1r6ncysxd24zt.png,https://patchwiki.biligame.com/images/rocom/a/ab/8wvxz3p479e2b702afdqyzhx9340qgx.png,0,,物攻,火,,[],"{""data-param0"": ""0"", ""data-param1"": ""物攻"", ""data-param2"": ""火""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
爆裂飞弹,https://wiki.biligame.com/rocom/%E7%88%86%E8%A3%82%E9%A3%9E%E5%BC%B9,https://patchwiki.biligame.com/images/rocom/4/43/3g542noxjiia10gzk41lkxjh7ysrpnd.png,https://patchwiki.biligame.com/images/rocom/a/ab/8wvxz3p479e2b702afdqyzhx9340qgx.png,0,,魔攻,火,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""火""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
热气,https://wiki.biligame.com/rocom/%E7%83%AD%E6%B0%94,https://patchwiki.biligame.com/images/rocom/8/8d/d7buz984ycgvsb4cgs0xutt55sx431g.png,https://patchwiki.biligame.com/images/rocom/a/ab/8wvxz3p479e2b702afdqyzhx9340qgx.png,0,,魔攻,火,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""火""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
流火,https://wiki.biligame.com/rocom/%E6%B5%81%E7%81%AB,https://patchwiki.biligame.com/images/rocom/6/62/g4gi6r19uq4j62ej1jvnve25r74xl1v.png,https://patchwiki.biligame.com/images/rocom/a/ab/8wvxz3p479e2b702afdqyzhx9340qgx.png,0,,魔攻,火,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""火""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
火爪,https://wiki.biligame.com/rocom/%E7%81%AB%E7%88%AA,https://patchwiki.biligame.com/images/rocom/6/65/teimwjfxkcfyfjyzz6w076nru8py8g0.png,https://patchwiki.biligame.com/images/rocom/a/ab/8wvxz3p479e2b702afdqyzhx9340qgx.png,0,,魔攻,火,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""火""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
火焰箭,https://wiki.biligame.com/rocom/%E7%81%AB%E7%84%B0%E7%AE%AD,https://patchwiki.biligame.com/images/rocom/e/e3/8f9oosw2gealxroc1mh1gp2n6tn9g63.png,https://patchwiki.biligame.com/images/rocom/a/ab/8wvxz3p479e2b702afdqyzhx9340qgx.png,0,,物攻,火,,[],"{""data-param0"": ""0"", ""data-param1"": ""物攻"", ""data-param2"": ""火""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
炙热波动,https://wiki.biligame.com/rocom/%E7%82%99%E7%83%AD%E6%B3%A2%E5%8A%A8,https://patchwiki.biligame.com/images/rocom/3/30/8x26v7so3l5ejy2130cuewjkhr4tj26.png,https://patchwiki.biligame.com/images/rocom/a/ab/8wvxz3p479e2b702afdqyzhx9340qgx.png,0,,魔攻,火,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""火""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
火焰切割,https://wiki.biligame.com/rocom/%E7%81%AB%E7%84%B0%E5%88%87%E5%89%B2,https://patchwiki.biligame.com/images/rocom/e/ee/2g146u9zqiogesc8j2s26xp7y2cp8mr.png,https://patchwiki.biligame.com/images/rocom/a/ab/8wvxz3p479e2b702afdqyzhx9340qgx.png,0,,物攻,火,,[],"{""data-param0"": ""0"", ""data-param1"": ""物攻"", ""data-param2"": ""火""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
烈焰风暴,https://wiki.biligame.com/rocom/%E7%83%88%E7%84%B0%E9%A3%8E%E6%9A%B4,https://patchwiki.biligame.com/images/rocom/2/2a/38a12at3ytabiddjs8did4vwq2c7tqm.png,https://patchwiki.biligame.com/images/rocom/a/ab/8wvxz3p479e2b702afdqyzhx9340qgx.png,0,,魔攻,火,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""火""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
炎息,https://wiki.biligame.com/rocom/%E7%82%8E%E6%81%AF,https://patchwiki.biligame.com/images/rocom/a/a9/6jt794onuj9apx8hweu2210uwrpo3rn.png,https://patchwiki.biligame.com/images/rocom/a/ab/8wvxz3p479e2b702afdqyzhx9340qgx.png,0,,物攻,火,,[],"{""data-param0"": ""0"", ""data-param1"": ""物攻"", ""data-param2"": ""火""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
灼伤,https://wiki.biligame.com/rocom/%E7%81%BC%E4%BC%A4,https://patchwiki.biligame.com/images/rocom/1/11/6jt794onuj9apx8hweu2210uwrpo3rn.png,https://patchwiki.biligame.com/images/rocom/a/ab/8wvxz3p479e2b702afdqyzhx9340qgx.png,0,,物攻,火,,[],"{""data-param0"": ""0"", ""data-param1"": ""物攻"", ""data-param2"": ""火""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
炎打,https://wiki.biligame.com/rocom/%E7%82%8E%E6%89%93,https://patchwiki.biligame.com/images/rocom/5/59/str1iecq7f3fxti8yw4xxkarq6fb9pg.png,https://patchwiki.biligame.com/images/rocom/a/ab/8wvxz3p479e2b702afdqyzhx9340qgx.png,0,,魔攻,火,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""火""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
怒火,https://wiki.biligame.com/rocom/%E6%80%92%E7%81%AB,https://patchwiki.biligame.com/images/rocom/8/81/6ubm9mclcmutfs350bpy65mo2l07tmo.png,https://patchwiki.biligame.com/images/rocom/a/ab/8wvxz3p479e2b702afdqyzhx9340qgx.png,0,,状态,火,,[],"{""data-param0"": ""0"", ""data-param1"": ""状态"", ""data-param2"": ""火""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
淬火,https://wiki.biligame.com/rocom/%E6%B7%AC%E7%81%AB,https://patchwiki.biligame.com/images/rocom/3/32/1bhwbztco1uskbuyropdc0vmkv9aamk.png,https://patchwiki.biligame.com/images/rocom/a/ab/8wvxz3p479e2b702afdqyzhx9340qgx.png,0,,防御,火,,[],"{""data-param0"": ""0"", ""data-param1"": ""防御"", ""data-param2"": ""火""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
燃尽,https://wiki.biligame.com/rocom/%E7%87%83%E5%B0%BD,https://patchwiki.biligame.com/images/rocom/4/48/hn03u1jxt8jzddhe0z0j6flhg4n32fh.png,https://patchwiki.biligame.com/images/rocom/a/ab/8wvxz3p479e2b702afdqyzhx9340qgx.png,0,,魔攻,火,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""火""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
焚毁,https://wiki.biligame.com/rocom/%E7%84%9A%E6%AF%81,https://patchwiki.biligame.com/images/rocom/4/41/6jt794onuj9apx8hweu2210uwrpo3rn.png,https://patchwiki.biligame.com/images/rocom/a/ab/8wvxz3p479e2b702afdqyzhx9340qgx.png,0,,魔攻,火,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""火""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
焚烧烙印,https://wiki.biligame.com/rocom/%E7%84%9A%E7%83%A7%E7%83%99%E5%8D%B0,https://patchwiki.biligame.com/images/rocom/b/bc/bl6ghwfolqyihbsh9hbfsv8tqdvn7n8.png,https://patchwiki.biligame.com/images/rocom/a/ab/8wvxz3p479e2b702afdqyzhx9340qgx.png,0,,状态,火,,[],"{""data-param0"": ""0"", ""data-param1"": ""状态"", ""data-param2"": ""火""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
除厄,https://wiki.biligame.com/rocom/%E9%99%A4%E5%8E%84,https://patchwiki.biligame.com/images/rocom/f/f6/q41d5o4tdhvc497s6buhvglw0fpvkdl.png,https://patchwiki.biligame.com/images/rocom/a/ab/8wvxz3p479e2b702afdqyzhx9340qgx.png,0,,魔攻,火,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""火""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
阳火增辉,https://wiki.biligame.com/rocom/%E9%98%B3%E7%81%AB%E5%A2%9E%E8%BE%89,https://patchwiki.biligame.com/images/rocom/7/7e/decegajxheasarvbemlmuf6lnnbg3g0.png,https://patchwiki.biligame.com/images/rocom/a/ab/8wvxz3p479e2b702afdqyzhx9340qgx.png,0,,魔攻,火,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""火""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
甩水,https://wiki.biligame.com/rocom/%E7%94%A9%E6%B0%B4,https://patchwiki.biligame.com/images/rocom/1/1b/bcpw1ec5qsevcgb1ob8ot842hgghy3e.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,0,,魔攻,水,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""水""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
水弹枪,https://wiki.biligame.com/rocom/%E6%B0%B4%E5%BC%B9%E6%9E%AA,https://patchwiki.biligame.com/images/rocom/8/8c/k5sx0uik6bto4jk16zcenez14b2dslu.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,0,,魔攻,水,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""水""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
气泡,https://wiki.biligame.com/rocom/%E6%B0%94%E6%B3%A1,https://patchwiki.biligame.com/images/rocom/0/04/jqw511721rt5xpln15co9uvj8jym77l.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,0,,魔攻,水,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""水""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
水炮,https://wiki.biligame.com/rocom/%E6%B0%B4%E7%82%AE,https://patchwiki.biligame.com/images/rocom/0/00/n0g484008mywyuvfjzlepm1r54wjxhn.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,0,,魔攻,水,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""水""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
水刃,https://wiki.biligame.com/rocom/%E6%B0%B4%E5%88%83,https://patchwiki.biligame.com/images/rocom/7/71/fyaynqsb7130zlrvt0oczqgxn1p90m2.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,0,,物攻,水,,[],"{""data-param0"": ""0"", ""data-param1"": ""物攻"", ""data-param2"": ""水""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
天洪,https://wiki.biligame.com/rocom/%E5%A4%A9%E6%B4%AA,https://patchwiki.biligame.com/images/rocom/0/01/8gc9duetu9s6ns293motwfyciob89kb.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,0,,魔攻,水,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""水""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
润泽,https://wiki.biligame.com/rocom/%E6%B6%A6%E6%B3%BD,https://patchwiki.biligame.com/images/rocom/c/cc/q0hvhfunr3knp5nt4xr5shgqifi94ps.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,0,,状态,水,,[],"{""data-param0"": ""0"", ""data-param1"": ""状态"", ""data-param2"": ""水""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
蓄水,https://wiki.biligame.com/rocom/%E8%93%84%E6%B0%B4,https://patchwiki.biligame.com/images/rocom/e/eb/osktsv4rm7s8y5afxh0nh7uzzuqcqsr.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,0,,状态,水,,[],"{""data-param0"": ""0"", ""data-param1"": ""状态"", ""data-param2"": ""水""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
打湿,https://wiki.biligame.com/rocom/%E6%89%93%E6%B9%BF,https://patchwiki.biligame.com/images/rocom/3/36/33qryzuif3xjgl549gok9ojyl7giy3t.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,0,,状态,水,,[],"{""data-param0"": ""0"", ""data-param1"": ""状态"", ""data-param2"": ""水""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
落雨,https://wiki.biligame.com/rocom/%E8%90%BD%E9%9B%A8,https://patchwiki.biligame.com/images/rocom/3/36/cqjtpcdcm1ozdhnyh3kgo4mtx0gxadb.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,0,,状态,水,,[],"{""data-param0"": ""0"", ""data-param1"": ""状态"", ""data-param2"": ""水""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
泡沫幻影,https://wiki.biligame.com/rocom/%E6%B3%A1%E6%B2%AB%E5%B9%BB%E5%BD%B1,https://patchwiki.biligame.com/images/rocom/9/97/pseovvl9sj5fusmbole306xda69bdcr.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,0,,防御,水,,[],"{""data-param0"": ""0"", ""data-param1"": ""防御"", ""data-param2"": ""水""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
水泡盾,https://wiki.biligame.com/rocom/%E6%B0%B4%E6%B3%A1%E7%9B%BE,https://patchwiki.biligame.com/images/rocom/1/12/3pbf86nnvzykqxqarqjgn4d802vgap0.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,0,,防御,水,,[],"{""data-param0"": ""0"", ""data-param1"": ""防御"", ""data-param2"": ""水""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
水环,https://wiki.biligame.com/rocom/%E6%B0%B4%E7%8E%AF,https://patchwiki.biligame.com/images/rocom/7/70/8z2rtkshqohzl50mmz10ge4vvfa99l7.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,0,,防御,水,,[],"{""data-param0"": ""0"", ""data-param1"": ""防御"", ""data-param2"": ""水""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
水光冲击,https://wiki.biligame.com/rocom/%E6%B0%B4%E5%85%89%E5%86%B2%E5%87%BB,https://patchwiki.biligame.com/images/rocom/2/23/lqzey53tg58p70sb7xp2dc7blsimsxx.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,0,,魔攻,水,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""水""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
水波术,https://wiki.biligame.com/rocom/%E6%B0%B4%E6%B3%A2%E6%9C%AF,https://patchwiki.biligame.com/images/rocom/7/7a/dfp3k12qyb4d7k18wehwok5q73b1ru1.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,0,,魔攻,水,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""水""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
水弹,https://wiki.biligame.com/rocom/%E6%B0%B4%E5%BC%B9,https://patchwiki.biligame.com/images/rocom/2/2b/q5w4ee9bzsnz7rw0nya010p2x50by4b.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,0,,魔攻,水,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""水""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
泡沫,https://wiki.biligame.com/rocom/%E6%B3%A1%E6%B2%AB,https://patchwiki.biligame.com/images/rocom/b/b2/65b9x3dc1zspr8pu8ulr9j7rsla6s2m.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,0,,物攻,水,,[],"{""data-param0"": ""0"", ""data-param1"": ""物攻"", ""data-param2"": ""水""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
肥皂泡,https://wiki.biligame.com/rocom/%E8%82%A5%E7%9A%82%E6%B3%A1,https://patchwiki.biligame.com/images/rocom/8/8b/dunqswg1h0fyc2hzgnsu00xvx8tl80l.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,0,,魔攻,水,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""水""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
水花四溅,https://wiki.biligame.com/rocom/%E6%B0%B4%E8%8A%B1%E5%9B%9B%E6%BA%85,https://patchwiki.biligame.com/images/rocom/c/c4/19g4tylk3yo2ehmvdr4q0cpw429yw3e.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,0,,魔攻,水,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""水""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
潮涌,https://wiki.biligame.com/rocom/%E6%BD%AE%E6%B6%8C,https://patchwiki.biligame.com/images/rocom/c/cc/coz4l71zr6qrzhwnuvgl3zbez0suyug.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,0,,物攻,水,,[],"{""data-param0"": ""0"", ""data-param1"": ""物攻"", ""data-param2"": ""水""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
水幕冲击,https://wiki.biligame.com/rocom/%E6%B0%B4%E5%B9%95%E5%86%B2%E5%87%BB,https://patchwiki.biligame.com/images/rocom/3/38/nfalf6bak6q1jli1kps6gsya7br5p76.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,0,,物攻,水,,[],"{""data-param0"": ""0"", ""data-param1"": ""物攻"", ""data-param2"": ""水""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
激流,https://wiki.biligame.com/rocom/%E6%BF%80%E6%B5%81,https://patchwiki.biligame.com/images/rocom/4/4b/l8qwcieigs9ny4gdtj8gskmg10eraxi.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,0,,魔攻,水,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""水""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
涌泉,https://wiki.biligame.com/rocom/%E6%B6%8C%E6%B3%89,https://patchwiki.biligame.com/images/rocom/e/e7/cl4n15i3da71hfeo3tleig2mw0vlxpv.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,0,,魔攻,水,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""水""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
洗礼,https://wiki.biligame.com/rocom/%E6%B4%97%E7%A4%BC,https://patchwiki.biligame.com/images/rocom/a/a7/1x7ennxbgrbn8mg4zainrur50yn9vwn.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,0,,状态,水,,[],"{""data-param0"": ""0"", ""data-param1"": ""状态"", ""data-param2"": ""水""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
盐水浴,https://wiki.biligame.com/rocom/%E7%9B%90%E6%B0%B4%E6%B5%B4,https://patchwiki.biligame.com/images/rocom/4/4e/4mzbfpaie7z3pbqdirzgx835mderbsh.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,0,,状态,水,,[],"{""data-param0"": ""0"", ""data-param1"": ""状态"", ""data-param2"": ""水""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
潮汐,https://wiki.biligame.com/rocom/%E6%BD%AE%E6%B1%90,https://patchwiki.biligame.com/images/rocom/3/36/g8s29svns4rs2erdv1u7os685k8bv3z.png,https://patchwiki.biligame.com/images/rocom/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png,0,,防御,水,,[],"{""data-param0"": ""0"", ""data-param1"": ""防御"", ""data-param2"": ""水""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
闪光,https://wiki.biligame.com/rocom/%E9%97%AA%E5%85%89,https://patchwiki.biligame.com/images/rocom/4/4d/l3c7n7ginftxk5hlbhlhn7m7zih35kt.png,https://patchwiki.biligame.com/images/rocom/d/de/pxfi7cg0j94c45uxf4itigu90wis7jr.png,0,,魔攻,光,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""光""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
闪光冲击,https://wiki.biligame.com/rocom/%E9%97%AA%E5%85%89%E5%86%B2%E5%87%BB,https://patchwiki.biligame.com/images/rocom/d/d3/c1mvga7gceng0ug8ur8j7bdwuo51e6m.png,https://patchwiki.biligame.com/images/rocom/d/de/pxfi7cg0j94c45uxf4itigu90wis7jr.png,0,,物攻,光,,[],"{""data-param0"": ""0"", ""data-param1"": ""物攻"", ""data-param2"": ""光""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
过曝,https://wiki.biligame.com/rocom/%E8%BF%87%E6%9B%9D,https://patchwiki.biligame.com/images/rocom/4/4a/gdpuh77anculkdjzvh42jda8l0j1rwv.png,https://patchwiki.biligame.com/images/rocom/d/de/pxfi7cg0j94c45uxf4itigu90wis7jr.png,0,,魔攻,光,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""光""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
